node_start,node_end,weight
Albania,Bahamas,4.0
Algeria,British Virgin Islands,2.0
Algeria,United Kingdom,2.0
Algeria,United States,1.0
Andorra,Bahamas,52.0
Andorra,British Virgin Islands,82.0
Andorra,Cayman Islands,2.0
Andorra,Cook Islands,0.5
Andorra,Costa Rica,6.0
Andorra,Hong Kong,18.0
Andorra,Ireland,1.0
Andorra,Latvia,1.0
Andorra,Nevada,48.0
Andorra,Niue,24.0
Andorra,Panama,558.0
Andorra,Russia,2.0
Andorra,Samoa,18.0
Andorra,Seychelles,144.0
Andorra,United Kingdom,2.0
Andorra,Uruguay,30.0
Angola,Bermuda,2.0
Angola,British Virgin Islands,23.0
Angola,China,1.0
Antigua and Barbuda,Barbados,16.0
Antigua and Barbuda,British Virgin Islands,16.5
Antigua and Barbuda,Canada,1.0
Antigua and Barbuda,Cayman Islands,2.0
Antigua and Barbuda,China,4.0
Antigua and Barbuda,Hong Kong,4.0
Antigua and Barbuda,Ireland,3.0
Antigua and Barbuda,Niue,4.0
Antigua and Barbuda,Panama,30.0
Antigua and Barbuda,Russia,1.0
Antigua and Barbuda,Saint Kitts and Nevis,2.0
Antigua and Barbuda,Samoa,1.5
Antigua and Barbuda,Seychelles,6.0
Antigua and Barbuda,United Kingdom,2.0
Antigua and Barbuda,United States,1.0
Argentina,Antigua and Barbuda,1.0
Argentina,Bahamas,46.0
Argentina,Barbados,2.0
Argentina,Belarus,1.0
Argentina,British Virgin Islands,189.0
Argentina,Canada,1.0
Argentina,Cayman Islands,6.0
Argentina,Costa Rica,2.0
Argentina,Hong Kong,19.0
Argentina,Ireland,6.0
Argentina,Nevada,8.0
Argentina,New Zealand,2.0
Argentina,Niue,4.0
Argentina,Panama,294.0
Argentina,Russia,5.0
Argentina,Saint Kitts and Nevis,2.0
Argentina,Seychelles,12.0
Argentina,Switzerland,2.0
Argentina,United Kingdom,8.0
Argentina,United States,2.0
Armenia,British Virgin Islands,8.0
Armenia,China,1.0
Armenia,Hong Kong,1.0
Armenia,Panama,1.0
Armenia,Russia,1.0
Armenia,United Kingdom,4.0
Armenia,United States,1.0
Aruba,Barbados,2.0
Aruba,British Anguilla,8.0
Aruba,British Virgin Islands,38.0
Aruba,Panama,8.0
Australia,Austria,1.0
Australia,Bahamas,4.0
Australia,Barbados,4.0
Australia,Belize,1.0
Australia,Bermuda,84.0
Australia,British Anguilla,2.0
Australia,British Virgin Islands,646.5
Australia,Canada,17.0
Australia,Cayman Islands,15.0
Australia,China,22.0
Australia,Cook Islands,3.0
Australia,Cyprus,31.0
Australia,Czech Republic,1.0
Australia,Germany,1.0
Australia,Hong Kong,165.0
Australia,Ireland,31.0
Australia,Isle of Man,6.0
Australia,Jersey,1.0
Australia,Labuan,0.5
Australia,Latvia,9.0
Australia,Luxembourg,3.0
Australia,Malaysia,1.0
Australia,Netherlands,1.0
Australia,Niue,8.0
Australia,Panama,89.0
Australia,Russia,107.0
Australia,Saint Kitts and Nevis,13.0
Australia,Samoa,1.5
Australia,Seychelles,22.0
Australia,Singapore,2.0
Australia,South Africa,1.0
Australia,Sweden,1.0
Australia,Ukraine,2.0
Australia,United Arab Emirates,8.0
Australia,United Kingdom,151.0
Australia,United States,35.0
Austria,Bahamas,8.0
Austria,Bermuda,8.0
Austria,British Anguilla,2.0
Austria,British Virgin Islands,37.5
Austria,Canada,1.0
Austria,Cayman Islands,4.0
Austria,Cyprus,1.0
Austria,Hong Kong,9.0
Austria,Panama,28.0
Austria,Russia,4.0
Austria,Saint Kitts and Nevis,6.0
Austria,Samoa,1.5
Austria,United Kingdom,7.0
Austria,United States,3.0
Azerbaijan,Bahamas,8.0
Azerbaijan,British Virgin Islands,36.0
Azerbaijan,Canada,1.0
Azerbaijan,China,4.0
Azerbaijan,Cyprus,1.0
Azerbaijan,Hong Kong,6.0
Azerbaijan,Ireland,2.0
Azerbaijan,Netherlands,1.0
Azerbaijan,Panama,2.0
Azerbaijan,Russia,7.0
Azerbaijan,Saint Kitts and Nevis,5.0
Azerbaijan,United Kingdom,8.0
Azerbaijan,United States,2.0
Bahamas,Barbados,100.0
Bahamas,Bermuda,18.0
Bahamas,British Anguilla,90.0
Bahamas,British Virgin Islands,3645.5
Bahamas,Canada,4.0
Bahamas,Cayman Islands,46.0
Bahamas,China,8.0
Bahamas,Cook Islands,2.5
Bahamas,Costa Rica,18.0
Bahamas,Cyprus,8.0
Bahamas,Gibraltar,1.0
Bahamas,Hong Kong,52.0
Bahamas,Ireland,5.0
Bahamas,Latvia,3.0
Bahamas,Luxembourg,3.0
Bahamas,Malta,2.0
Bahamas,Netherlands Antilles,2.0
Bahamas,Nevada,582.0
Bahamas,Niue,116.0
Bahamas,Panama,4521.0
Bahamas,Russia,25.0
Bahamas,Saint Kitts and Nevis,2.0
Bahamas,Saint Lucia,1.5
Bahamas,Samoa,54.0
Bahamas,Seychelles,216.0
Bahamas,Singapore,2.0
Bahamas,United Arab Emirates,5.0
Bahamas,United Kingdom,40.0
Bahamas,United States,10.0
Bahamas,Uruguay,4.0
Bahamas,Wyoming,30.0
Bahrain,Bermuda,6.0
Bahrain,British Virgin Islands,34.0
Bahrain,Hong Kong,1.0
Bahrain,Panama,9.0
Bahrain,Russia,5.0
Bahrain,Ukraine,1.0
Bahrain,United Arab Emirates,3.0
Bahrain,United Kingdom,5.0
Bahrain,United States,1.0
Bangladesh,Bermuda,2.0
Bangladesh,British Virgin Islands,33.0
Bangladesh,Cyprus,4.0
Bangladesh,Hong Kong,12.0
Bangladesh,Ireland,2.0
Bangladesh,Latvia,1.0
Bangladesh,Russia,8.0
Bangladesh,United Kingdom,8.0
Barbados,Bahamas,4.0
Barbados,Bermuda,16.0
Barbados,British Virgin Islands,39.0
Barbados,Cayman Islands,8.0
Barbados,China,1.0
Barbados,Cyprus,1.0
Barbados,Hong Kong,1.0
Barbados,Panama,37.0
Barbados,Russia,3.0
Barbados,Singapore,1.0
Barbados,United Kingdom,3.0
Belarus,Austria,1.0
Belarus,British Virgin Islands,47.5
Belarus,China,2.0
Belarus,Hong Kong,7.0
Belarus,Ireland,1.0
Belarus,Luxembourg,2.0
Belarus,Mauritius,1.0
Belarus,Panama,4.0
Belarus,Russia,3.0
Belarus,Singapore,1.0
Belarus,Ukraine,1.0
Belarus,United Arab Emirates,1.0
Belarus,United Kingdom,5.0
Belarus,United States,4.0
Belgium,Bahamas,16.0
Belgium,Barbados,2.0
Belgium,Bermuda,2.0
Belgium,British Anguilla,2.0
Belgium,British Virgin Islands,94.0
Belgium,Canada,4.0
Belgium,Cayman Islands,1.0
Belgium,China,5.0
Belgium,Cyprus,1.0
Belgium,Hong Kong,13.0
Belgium,Ireland,5.0
Belgium,Isle of Man,2.0
Belgium,Latvia,4.0
Belgium,Luxembourg,1.0
Belgium,Niue,2.0
Belgium,Panama,53.0
Belgium,Russia,16.0
Belgium,Saint Kitts and Nevis,4.0
Belgium,Samoa,2.0
Belgium,Seychelles,11.0
Belgium,United Arab Emirates,1.0
Belgium,United Kingdom,18.0
Belgium,United States,8.0
Belize,Australia,1.0
Belize,Bahamas,500.0
Belize,Barbados,6.0
Belize,British Anguilla,38.0
Belize,British Virgin Islands,414.5
Belize,Canada,4.0
Belize,Cayman Islands,2.0
Belize,China,11.0
Belize,Cyprus,4.0
Belize,Hong Kong,118.0
Belize,Ireland,10.0
Belize,Mauritius,2.0
Belize,Netherlands,2.0
Belize,Niue,456.0
Belize,Panama,850.0
Belize,Russia,15.0
Belize,Saint Kitts and Nevis,3.0
Belize,Samoa,90.0
Belize,Seychelles,350.0
Belize,United Kingdom,22.0
Belize,United States,2.0
Belize,Wyoming,2.0
Benin,British Virgin Islands,1.0
Bermuda,Bahamas,42.0
Bermuda,Barbados,74.0
Bermuda,British Virgin Islands,360.5
Bermuda,Canada,2.0
Bermuda,Cayman Islands,34.0
Bermuda,China,5.0
Bermuda,Cook Islands,2.0
Bermuda,Cyprus,7.0
Bermuda,Czech Republic,4.0
Bermuda,Hong Kong,29.0
Bermuda,Ireland,4.0
Bermuda,Jersey,7.0
Bermuda,Latvia,5.0
Bermuda,Liberia,8.0
Bermuda,Liechtenstein,10.0
Bermuda,Netherlands,11.0
Bermuda,Netherlands Antilles,2.0
Bermuda,Panama,54.0
Bermuda,Russia,20.0
Bermuda,Saint Kitts and Nevis,6.0
Bermuda,Samoa,1.5
Bermuda,Seychelles,3.0
Bermuda,Singapore,3.0
Bermuda,South Africa,1.0
Bermuda,Sweden,1.0
Bermuda,Turks and Caicos Islands,2.0
Bermuda,United Arab Emirates,1.0
Bermuda,United Kingdom,29.0
Bermuda,United States,47.0
Bermuda,Vanuatu,1.0
Bhutan,British Virgin Islands,1.0
Bhutan,Hong Kong,1.0
Bolivia,British Virgin Islands,4.0
Bolivia,Hong Kong,4.0
Bolivia,Panama,182.0
Bosnia and Herzegovina,British Virgin Islands,2.0
Bosnia and Herzegovina,China,1.0
Bosnia and Herzegovina,Hong Kong,1.0
Botswana,British Virgin Islands,5.0
Botswana,Panama,2.0
Botswana,Seychelles,6.0
Botswana,United Kingdom,1.0
Brazil,Bahamas,66.0
Brazil,Barbados,4.0
Brazil,Bermuda,8.0
Brazil,British Anguilla,28.0
Brazil,British Virgin Islands,986.5
Brazil,Canada,1.0
Brazil,Cayman Islands,42.0
Brazil,China,7.0
Brazil,Cyprus,2.0
Brazil,Hong Kong,11.0
Brazil,Ireland,3.0
Brazil,Isle of Man,6.0
Brazil,Nevada,264.0
Brazil,New Zealand,2.0
Brazil,Niue,182.0
Brazil,Panama,1044.0
Brazil,Russia,10.0
Brazil,Samoa,86.0
Brazil,Seychelles,159.0
Brazil,Singapore,1.0
Brazil,United Arab Emirates,2.0
Brazil,United Kingdom,25.0
Brazil,United States,1.0
Brazil,Uruguay,2.0
Brazil,Wyoming,8.0
British Anguilla,Barbados,14.0
British Anguilla,British Anguilla,42.0
British Anguilla,British Virgin Islands,16.0
British Anguilla,China,2.0
British Anguilla,Hong Kong,6.0
British Anguilla,Ireland,1.0
British Anguilla,Panama,1.0
British Anguilla,Russia,2.0
British Anguilla,United Kingdom,4.0
British Virgin Islands,Antigua and Barbuda,7.0
British Virgin Islands,Austria,3.0
British Virgin Islands,Bahamas,290.0
British Virgin Islands,Barbados,2106.0
British Virgin Islands,Belarus,1.0
British Virgin Islands,Belize,9.0
British Virgin Islands,Bermuda,26.0
British Virgin Islands,British Anguilla,2.0
British Virgin Islands,Canada,96.0
British Virgin Islands,Cayman Islands,20.0
British Virgin Islands,China,174.0
British Virgin Islands,Cook Islands,152.0
British Virgin Islands,Croatia,1.0
British Virgin Islands,Curaçao,4.0
British Virgin Islands,Cyprus,198.0
British Virgin Islands,Czech Republic,5.0
British Virgin Islands,Germany,2.0
British Virgin Islands,Gibraltar,4.0
British Virgin Islands,Hong Kong,896.0
British Virgin Islands,Ireland,184.0
British Virgin Islands,Isle of Man,4.0
British Virgin Islands,Israel,2.0
British Virgin Islands,Jersey,27.0
British Virgin Islands,Labuan,0.5
British Virgin Islands,Latvia,70.0
British Virgin Islands,Luxembourg,20.0
British Virgin Islands,Malaysia,1.0
British Virgin Islands,Malta,5.0
British Virgin Islands,Marshall Islands,1.5
British Virgin Islands,Mauritius,7.0
British Virgin Islands,Netherlands,12.0
British Virgin Islands,Nevada,4.0
British Virgin Islands,Niue,4.0
British Virgin Islands,Panama,513.0
British Virgin Islands,Russia,608.0
British Virgin Islands,Saint Kitts and Nevis,79.0
British Virgin Islands,Samoa,4.5
British Virgin Islands,Seychelles,96.5
British Virgin Islands,Singapore,37.5
British Virgin Islands,South Africa,3.0
British Virgin Islands,State of Delaware,2.0
British Virgin Islands,Sweden,3.0
British Virgin Islands,Switzerland,11.0
British Virgin Islands,Thailand,1.0
British Virgin Islands,Turks and Caicos Islands,2.0
British Virgin Islands,Ukraine,8.0
British Virgin Islands,United Arab Emirates,66.0
British Virgin Islands,United Kingdom,918.0
British Virgin Islands,United States,248.0
Brunei,British Virgin Islands,33.5
Brunei,China,1.0
Brunei,Cyprus,4.0
Brunei,Hong Kong,11.0
Brunei,Russia,9.0
Brunei,Saint Kitts and Nevis,2.0
Brunei,Seychelles,2.0
Brunei,United Kingdom,7.0
Brunei,United States,1.0
Bulgaria,Bahamas,4.0
Bulgaria,British Virgin Islands,49.0
Bulgaria,China,1.0
Bulgaria,Hong Kong,2.0
Bulgaria,Ireland,1.0
Bulgaria,Niue,2.0
Bulgaria,Panama,11.0
Bulgaria,Russia,2.0
Bulgaria,Seychelles,44.0
Bulgaria,United Kingdom,2.0
Bulgaria,United States,1.0
Cambodia,British Virgin Islands,8.0
Cambodia,China,1.0
Cambodia,Hong Kong,3.0
Cambodia,Ireland,2.0
Cambodia,Panama,1.0
Cambodia,Russia,2.0
Cambodia,United Kingdom,2.0
Cameroon,Seychelles,2.0
Canada,Antigua and Barbuda,5.0
Canada,Bahamas,72.0
Canada,Barbados,264.0
Canada,Belize,2.0
Canada,Bermuda,158.0
Canada,British Anguilla,4.0
Canada,British Virgin Islands,875.5
Canada,Cayman Islands,129.5
Canada,China,29.0
Canada,Cook Islands,4.5
Canada,Curaçao,1.0
Canada,Cyprus,22.0
Canada,Gibraltar,1.0
Canada,Hong Kong,124.0
Canada,Indonesia,1.0
Canada,Ireland,29.0
Canada,Isle of Man,10.0
Canada,Jersey,1.0
Canada,Labuan,1.0
Canada,Latvia,10.0
Canada,Luxembourg,5.0
Canada,Malaysia,2.0
Canada,Mauritius,1.0
Canada,Netherlands,1.0
Canada,Nevada,4.0
Canada,Niue,62.0
Canada,Panama,201.0
Canada,Russia,95.0
Canada,Saint Kitts and Nevis,9.0
Canada,Samoa,12.0
Canada,Seychelles,47.0
Canada,Singapore,14.0
Canada,South Africa,1.0
Canada,Switzerland,1.0
Canada,Ukraine,2.0
Canada,United Arab Emirates,8.0
Canada,United Kingdom,117.0
Canada,United States,38.0
Cayman Islands,Antigua and Barbuda,9.0
Cayman Islands,Aruba,4.0
Cayman Islands,Bahamas,86.0
Cayman Islands,Barbados,226.0
Cayman Islands,Bermuda,42.0
Cayman Islands,British Virgin Islands,2446.0
Cayman Islands,Canada,8.0
Cayman Islands,China,15.0
Cayman Islands,Cook Islands,72.5
Cayman Islands,Cyprus,31.0
Cayman Islands,Gibraltar,2.0
Cayman Islands,Grenada,2.0
Cayman Islands,Guernsey,18.0
Cayman Islands,Hong Kong,259.0
Cayman Islands,Ireland,21.0
Cayman Islands,Isle of Man,16.0
Cayman Islands,Jersey,7.0
Cayman Islands,Latvia,10.0
Cayman Islands,Liberia,2.0
Cayman Islands,Liechtenstein,2.0
Cayman Islands,Luxembourg,8.0
Cayman Islands,Malta,2.0
Cayman Islands,Marshall Islands,2.0
Cayman Islands,Netherlands,4.0
Cayman Islands,Netherlands Antilles,4.0
Cayman Islands,New Zealand,4.0
Cayman Islands,Niue,2.0
Cayman Islands,Panama,134.0
Cayman Islands,Russia,71.0
Cayman Islands,Saint Kitts and Nevis,195.0
Cayman Islands,Saint Vincent and the Grenadines,24.0
Cayman Islands,Samoa,1709.0
Cayman Islands,Seychelles,17.0
Cayman Islands,Singapore,13.0
Cayman Islands,State of Delaware,232.0
Cayman Islands,Sweden,1.0
Cayman Islands,Switzerland,3.0
Cayman Islands,Turks and Caicos Islands,3.0
Cayman Islands,US Virgin Islands,2.0
Cayman Islands,Ukraine,1.0
Cayman Islands,United Arab Emirates,5.0
Cayman Islands,United Kingdom,98.0
Cayman Islands,United States,82.0
Central African Republic,British Virgin Islands,2.0
Chad,British Virgin Islands,20.0
Chad,Panama,2.0
Chile,Bahamas,28.0
Chile,Barbados,2.0
Chile,Bermuda,2.0
Chile,British Anguilla,4.0
Chile,British Virgin Islands,93.0
Chile,Canada,1.0
Chile,China,3.0
Chile,Costa Rica,2.0
Chile,Cyprus,3.0
Chile,Hong Kong,7.0
Chile,Ireland,2.0
Chile,Nevada,12.0
Chile,Panama,173.0
Chile,Russia,10.0
Chile,Seychelles,4.0
Chile,United Kingdom,6.0
Chile,United States,3.0
Chile,Wyoming,2.0
China,Antigua and Barbuda,26.0
China,Austria,10.0
China,Bahamas,12.0
China,Barbados,2.0
China,Belarus,1.0
China,Belize,23.0
China,Bermuda,154.0
China,British Anguilla,296.0
China,British Virgin Islands,11138.0
China,Canada,150.0
China,Cayman Islands,296.5
China,Cook Islands,3.0
China,Croatia,2.0
China,Curaçao,4.0
China,Cyprus,396.0
China,Czech Republic,13.0
China,France,1.0
China,Georgia,2.0
China,Germany,4.0
China,Gibraltar,10.0
China,Hong Kong,2046.0
China,Ireland,397.0
China,Isle of Man,2.0
China,Israel,3.0
China,Jersey,48.0
China,Kazakhstan,1.0
China,Labuan,0.5
China,Latvia,165.0
China,Luxembourg,47.0
China,Malaysia,2.0
China,Malta,12.0
China,Mauritius,18.0
China,Netherlands,14.0
China,Nevada,18.0
China,Niue,24.0
China,Panama,670.0
China,Russia,1470.0
China,Saint Kitts and Nevis,135.0
China,Samoa,748.5
China,Serbia,1.0
China,Seychelles,1486.0
China,Singapore,74.5
China,South Africa,1.0
China,Sweden,7.0
China,Switzerland,25.0
China,Thailand,1.0
China,Turks and Caicos Islands,2.0
China,US Virgin Islands,1.0
China,Ukraine,17.0
China,United Arab Emirates,101.0
China,United Kingdom,2035.0
China,United States,566.0
China,Vanuatu,1.0
Colombia,Bahamas,44.0
Colombia,Belize,38.0
Colombia,Bermuda,4.0
Colombia,British Anguilla,118.0
Colombia,British Virgin Islands,541.0
Colombia,Cayman Islands,6.0
Colombia,Costa Rica,84.0
Colombia,Cyprus,4.0
Colombia,Hong Kong,5.0
Colombia,Ireland,1.0
Colombia,Latvia,1.0
Colombia,Luxembourg,1.0
Colombia,Malta,2.0
Colombia,Nevada,20.0
Colombia,New Zealand,6.0
Colombia,Niue,4.0
Colombia,Panama,2715.0
Colombia,Russia,4.0
Colombia,Saint Kitts and Nevis,6.0
Colombia,Samoa,12.0
Colombia,Seychelles,36.0
Colombia,United Kingdom,104.0
Colombia,United States,1.0
Colombia,Uruguay,2.0
Congo,British Virgin Islands,3.0
Congo,Ireland,1.0
Congo,Russia,1.0
Congo,Singapore,1.0
Cook Islands,Antigua and Barbuda,1.0
Cook Islands,Australia,1.0
Cook Islands,Austria,1.0
Cook Islands,Bermuda,2.0
Cook Islands,British Virgin Islands,317.5
Cook Islands,Canada,11.0
Cook Islands,China,7.0
Cook Islands,Cyprus,21.0
Cook Islands,Gibraltar,1.0
Cook Islands,Hong Kong,90.0
Cook Islands,Indonesia,1.0
Cook Islands,Ireland,23.0
Cook Islands,Jersey,1.0
Cook Islands,Latvia,6.0
Cook Islands,Netherlands,1.0
Cook Islands,Niue,2.0
Cook Islands,Panama,34.0
Cook Islands,Russia,60.0
Cook Islands,Saint Kitts and Nevis,13.0
Cook Islands,Samoa,2.0
Cook Islands,Seychelles,7.0
Cook Islands,Singapore,6.0
Cook Islands,Switzerland,3.0
Cook Islands,Turks and Caicos Islands,1.0
Cook Islands,United Arab Emirates,8.0
Cook Islands,United Kingdom,106.0
Cook Islands,United States,24.0
Costa Rica,Bahamas,64.0
Costa Rica,British Anguilla,22.0
Costa Rica,British Virgin Islands,288.0
Costa Rica,Cayman Islands,4.0
Costa Rica,China,1.0
Costa Rica,Hong Kong,11.0
Costa Rica,Isle of Man,2.0
Costa Rica,Nevada,4.0
Costa Rica,Niue,8.0
Costa Rica,Panama,1373.0
Costa Rica,Russia,1.0
Costa Rica,Samoa,5.5
Costa Rica,Seychelles,4.0
Costa Rica,Singapore,1.0
Costa Rica,United Kingdom,3.0
Croatia,Barbados,2.0
Croatia,British Virgin Islands,11.5
Croatia,Cyprus,1.0
Croatia,Ireland,3.0
Croatia,Panama,3.0
Croatia,Russia,2.0
Croatia,Saint Kitts and Nevis,1.0
Cuba,Barbados,2.0
Cuba,British Virgin Islands,16.0
Cuba,Cayman Islands,2.0
Cuba,Panama,6.0
Curaçao,Barbados,38.0
Curaçao,Bermuda,2.0
Curaçao,British Virgin Islands,35.5
Curaçao,China,3.0
Curaçao,Cyprus,2.0
Curaçao,Hong Kong,3.0
Curaçao,Ireland,1.0
Curaçao,Jersey,1.0
Curaçao,Panama,18.0
Curaçao,Russia,2.0
Curaçao,Seychelles,24.0
Curaçao,Singapore,2.5
Curaçao,United Arab Emirates,2.0
Curaçao,United Kingdom,2.0
Curaçao,United States,3.0
Cyprus,Antigua and Barbuda,4.0
Cyprus,Bahamas,1301.0
Cyprus,Barbados,10.0
Cyprus,Belize,29.0
Cyprus,Bermuda,16.0
Cyprus,British Anguilla,10.0
Cyprus,British Virgin Islands,4498.5
Cyprus,Canada,22.0
Cyprus,Cayman Islands,21.0
Cyprus,China,132.0
Cyprus,Cook Islands,3.0
Cyprus,Croatia,1.0
Cyprus,Czech Republic,1.0
Cyprus,Germany,1.0
Cyprus,Gibraltar,1.0
Cyprus,Hong Kong,208.0
Cyprus,Ireland,53.0
Cyprus,Isle of Man,8.0
Cyprus,Jersey,7.0
Cyprus,Labuan,1.0
Cyprus,Latvia,9.0
Cyprus,Luxembourg,2.0
Cyprus,Malaysia,2.0
Cyprus,Mauritius,3.0
Cyprus,Netherlands,4.0
Cyprus,Nevada,2.0
Cyprus,Niue,626.0
Cyprus,Panama,705.0
Cyprus,Russia,146.0
Cyprus,Saint Kitts and Nevis,18.0
Cyprus,Saint Lucia,1.5
Cyprus,Samoa,23.5
Cyprus,Seychelles,904.0
Cyprus,Singapore,12.0
Cyprus,Switzerland,4.0
Cyprus,Ukraine,2.0
Cyprus,United Arab Emirates,5.0
Cyprus,United Kingdom,192.0
Cyprus,United States,50.0
Czech Republic,Bahamas,4.0
Czech Republic,Barbados,2.0
Czech Republic,Belize,1.0
Czech Republic,British Virgin Islands,81.0
